start_region,end_region,mode_name,count
Sha Tin,Rural SENT,SPB,7
Sha Tin,Rural SWNT,Bus,1
Sha Tin,Rural SWNT,Rail,6
Sha Tin,Sha Tin,Bus,930
Sha Tin,Sha Tin,PLB,463
Sha Tin,Sha Tin,Private Vehicle,204
Sha Tin,Sha Tin,Rail,650
Sha Tin,Sha Tin,SPB,295
Sha Tin,Sha Tin,Taxi,51
Sha Tin,Sham Shui Po,Bus,207
Sha Tin,Sham Shui Po,PLB,10
Sha Tin,Sham Shui Po,Private Vehicle,41
Sha Tin,Sham Shui Po,Rail,228
Sha Tin,Sham Shui Po,SPB,26
Sha Tin,Sham Shui Po,Taxi,8
Sha Tin,Southern,Bus,16
Sha Tin,Southern,Ferry,2
Sha Tin,Southern,PLB,5
Sha Tin,Southern,Private Vehicle,14
Sha Tin,Southern,Rail,36
Sha Tin,Tai Po,Bus,36
Sha Tin,Tai Po,PLB,15
Sha Tin,Tai Po,Private Vehicle,18
Sha Tin,Tai Po,Rail,118
Sha Tin,Tai Po,SPB,5
Sha Tin,Tai Po,Taxi,3
Sha Tin,Tin Shui Wai,Bus,2
Sha Tin,Tin Shui Wai,Private Vehicle,2
Sha Tin,Tin Shui Wai,Rail,3
Sha Tin,Tseung Kwan O,Bus,38
Sha Tin,Tseung Kwan O,PLB,9
Sha Tin,Tseung Kwan O,Private Vehicle,10
Sha Tin,Tseung Kwan O,Rail,55
Sha Tin,Tseung Kwan O,SPB,6
Sha Tin,Tsing Yi,Bus,37
Sha Tin,Tsing Yi,Private Vehicle,1
Sha Tin,Tsing Yi,Rail,9
Sha Tin,Tsing Yi,SPB,2
Sha Tin,Tsuen Wan,Bus,171
Sha Tin,Tsuen Wan,PLB,24
Sha Tin,Tsuen Wan,Private Vehicle,11
Sha Tin,Tsuen Wan,Rail,21
Sha Tin,Tsuen Wan,SPB,1
Sha Tin,Tsuen Wan,Taxi,2
Sha Tin,Tuen Mun,Bus,30
Sha Tin,Tuen Mun,LRT,1
Sha Tin,Tuen Mun,PLB,1
Sha Tin,Tuen Mun,Private Vehicle,13
Sha Tin,Tuen Mun,Rail,17
Sha Tin,Tuen Mun,SPB,3
Sha Tin,Wan Chai,Bus,140
Sha Tin,Wan Chai,Ferry,3
Sha Tin,Wan Chai,PLB,8
Sha Tin,Wan Chai,Private Vehicle,16
Sha Tin,Wan Chai,Rail,218
Sha Tin,Wan Chai,SPB,6
Sha Tin,Wan Chai,Taxi,1
Sha Tin,Wan Chai,Tram,2
Sha Tin,Wong Tai Sin,Bus,118
Sha Tin,Wong Tai Sin,PLB,13
Sha Tin,Wong Tai Sin,Private Vehicle,13
Sha Tin,Wong Tai Sin,Rail,52
Sha Tin,Wong Tai Sin,SPB,16
Sha Tin,Wong Tai Sin,Taxi,1
Sha Tin,Yau Ma Tei,Bus,179
Sha Tin,Yau Ma Tei,PLB,11
Sha Tin,Yau Ma Tei,Private Vehicle,38
Sha Tin,Yau Ma Tei,Rail,378
Sha Tin,Yau Ma Tei,SPB,11
Sha Tin,Yau Ma Tei,Taxi,12
Sha Tin,Yuen Long,Bus,26
Sha Tin,Yuen Long,PLB,2
Sha Tin,Yuen Long,Private Vehicle,2
Sha Tin,Yuen Long,Rail,16
Sha Tin,Yuen Long,SPB,4
Sham Shui Po,Central & Western,Bus,68
Sham Shui Po,Central & Western,Ferry,1
Sham Shui Po,Central & Western,PLB,4
Sham Shui Po,Central & Western,Private Vehicle,5
Sham Shui Po,Central & Western,Rail,451
Sham Shui Po,Central & Western,SPB,4
Sham Shui Po,Central & Western,Taxi,2
Sham Shui Po,Eastern,Bus,22
Sham Shui Po,Eastern,PLB,1
Sham Shui Po,Eastern,Private Vehicle,1
Sham Shui Po,Eastern,Rail,184
Sham Shui Po,Eastern,SPB,2
Sham Shui Po,Eastern,Taxi,1
Sham Shui Po,Fanling / Sheung Shui,Bus,1
Sham Shui Po,Fanling / Sheung Shui,Rail,22
Sham Shui Po,Kowloon City,Bus,150
Sham Shui Po,Kowloon City,PLB,67
Sham Shui Po,Kowloon City,Private Vehicle,90
Sham Shui Po,Kowloon City,Rail,125
Sham Shui Po,Kowloon City,SPB,67
Sham Shui Po,Kowloon City,Taxi,22
Sham Shui Po,Kwai Chung,Bus,67
Sham Shui Po,Kwai Chung,PLB,34
Sham Shui Po,Kwai Chung,Private Vehicle,20
Sham Shui Po,Kwai Chung,Rail,201
Sham Shui Po,Kwai Chung,SPB,3
Sham Shui Po,Kwai Chung,Taxi,17
Sham Shui Po,Kwun Tong,Bus,32
Sham Shui Po,Kwun Tong,PLB,36
Sham Shui Po,Kwun Tong,Private Vehicle,31
Sham Shui Po,Kwun Tong,Rail,287
Sham Shui Po,Kwun Tong,SPB,2
Sham Shui Po,Kwun Tong,Taxi,5
Sham Shui Po,Ma On Shan,Bus,7
Sham Shui Po,Ma On Shan,Private Vehicle,1
Sham Shui Po,Ma On Shan,Rail,11
Sham Shui Po,Mong Kok,Bus,194
Sham Shui Po,Mong Kok,PLB,29
Sham Shui Po,Mong Kok,Private Vehicle,36
Sham Shui Po,Mong Kok,Rail,353
Sham Shui Po,Mong Kok,SPB,11
Sham Shui Po,Mong Kok,Taxi,16
Sham Shui Po,North Lantau,Bus,30
Sham Shui Po,North Lantau,PLB,1
Sham Shui Po,North Lantau,Private Vehicle,4
Sham Shui Po,North Lantau,Rail,43
Sham Shui Po,North Lantau,SPB,10
Sham Shui Po,North Lantau,Taxi,1
Sham Shui Po,Rural NENT,Bus,1
Sham Shui Po,Rural NENT,Rail,46
Sham Shui Po,Rural NWNT,Bus,5
Sham Shui Po,Rural NWNT,PLB,2
Sham Shui Po,Rural NWNT,Private Vehicle,2
Sham Shui Po,Rural NWNT,Rail,16
Sham Shui Po,Rural NWNT,SPB,3
Sham Shui Po,Rural NWNT,Taxi,1
Sham Shui Po,Rural SENT,PLB,4
Sham Shui Po,Rural SENT,Private Vehicle,9
Sham Shui Po,Rural SENT,Rail,13
Sham Shui Po,Rural SWNT,Private Vehicle,2
Sham Shui Po,Rural SWNT,Rail,7
Sham Shui Po,Sha Tin,Bus,63
Sham Shui Po,Sha Tin,PLB,1
Sham Shui Po,Sha Tin,Private Vehicle,14
Sham Shui Po,Sha Tin,Rail,133
Sham Shui Po,Sha Tin,SPB,3
Sham Shui Po,Sha Tin,Taxi,2
Sham Shui Po,Sham Shui Po,Bus,320
Sham Shui Po,Sham Shui Po,PLB,221
Sham Shui Po,Sham Shui Po,Private Vehicle,70
Sham Shui Po,Sham Shui Po,Rail,390
Sham Shui Po,Sham Shui Po,SPB,110
Sham Shui Po,Sham Shui Po,Taxi,26
Sham Shui Po,Southern,Bus,20
Sham Shui Po,Southern,PLB,5
Sham Shui Po,Southern,Private Vehicle,1
Sham Shui Po,Southern,Rail,24
Sham Shui Po,Tai Po,Bus,17
Sham Shui Po,Tai Po,PLB,4
Sham Shui Po,Tai Po,Private Vehicle,5
Sham Shui Po,Tai Po,Rail,34
Sham Shui Po,Tai Po,SPB,4
Sham Shui Po,Tin Shui Wai,Bus,5
Sham Shui Po,Tin Shui Wai,Private Vehicle,6
Sham Shui Po,Tin Shui Wai,Rail,8
Sham Shui Po,Tin Shui Wai,SPB,1
Sham Shui Po,Tseung Kwan O,Bus,13
Sham Shui Po,Tseung Kwan O,Private Vehicle,10
Sham Shui Po,Tseung Kwan O,Rail,68
Sham Shui Po,Tseung Kwan O,SPB,7
Sham Shui Po,Tsing Yi,Bus,23
Sham Shui Po,Tsing Yi,PLB,4
Sham Shui Po,Tsing Yi,Private Vehicle,4
Sham Shui Po,Tsing Yi,Rail,53
Sham Shui Po,Tsing Yi,SPB,1
Sham Shui Po,Tsuen Wan,Bus,46
Sham Shui Po,Tsuen Wan,PLB,2
Sham Shui Po,Tsuen Wan,Private Vehicle,20
Sham Shui Po,Tsuen Wan,Rail,157
Sham Shui Po,Tuen Mun,Bus,38
Sham Shui Po,Tuen Mun,Private Vehicle,5
Sham Shui Po,Tuen Mun,Rail,31
Sham Shui Po,Wan Chai,Bus,40
Sham Shui Po,Wan Chai,Ferry,2
Sham Shui Po,Wan Chai,PLB,6
Sham Shui Po,Wan Chai,Private Vehicle,14
Sham Shui Po,Wan Chai,Rail,299
Sham Shui Po,Wan Chai,SPB,4
Sham Shui Po,Wan Chai,Taxi,5
Sham Shui Po,Wong Tai Sin,Bus,22
Sham Shui Po,Wong Tai Sin,PLB,9
Sham Shui Po,Wong Tai Sin,Private Vehicle,12
Sham Shui Po,Wong Tai Sin,Rail,104
Sham Shui Po,Wong Tai Sin,SPB,7
Sham Shui Po,Wong Tai Sin,Taxi,1
Sham Shui Po,Yau Ma Tei,Bus,177
Sham Shui Po,Yau Ma Tei,PLB,21
Sham Shui Po,Yau Ma Tei,Private Vehicle,40
Sham Shui Po,Yau Ma Tei,Rail,469
Sham Shui Po,Yau Ma Tei,SPB,10
Sham Shui Po,Yau Ma Tei,Taxi,18
Sham Shui Po,Yuen Long,Bus,5
Sham Shui Po,Yuen Long,PLB,2
Sham Shui Po,Yuen Long,Private Vehicle,1
Sham Shui Po,Yuen Long,Rail,23
Southern,Central & Western,Bus,682
Southern,Central & Western,PLB,126
Southern,Central & Western,Private Vehicle,94
Southern,Central & Western,Rail,13
Southern,Central & Western,SPB,65
Southern,Central & Western,Taxi,53
Southern,Central & Western,Tram,4
Southern,Eastern,Bus,253
Southern,Eastern,PLB,43
Southern,Eastern,Private Vehicle,50
Southern,Eastern,Rail,85
Southern,Eastern,SPB,21
Southern,Eastern,Taxi,13
Southern,Eastern,Tram,8
Southern,Fanling / Sheung Shui,Private Vehicle,2
Southern,Fanling / Sheung Shui,Rail,2
Southern,Kowloon City,Bus,96
Southern,Kowloon City,PLB,13
Southern,Kowloon City,Private Vehicle,13
Southern,Kowloon City,Rail,8
Southern,Kowloon City,SPB,3
Southern,Kowloon City,Taxi,1
Southern,Kwai Chung,Bus,22
Southern,Kwai Chung,Private Vehicle,7
Southern,Kwai Chung,Rail,45
Southern,Kwun Tong,Bus,58
Southern,Kwun Tong,Ferry,2
Southern,Kwun Tong,PLB,5
Southern,Kwun Tong,Private Vehicle,11
Southern,Kwun Tong,Rail,48
Southern,Kwun Tong,Taxi,1
Southern,Ma On Shan,Rail,4
Southern,Mong Kok,Bus,71
Southern,Mong Kok,PLB,14
Southern,Mong Kok,Private Vehicle,4
Southern,Mong Kok,Rail,8
Southern,Mong Kok,Taxi,2
Southern,North Lantau,Bus,16
Southern,North Lantau,Private Vehicle,1
Southern,North Lantau,Rail,7
Southern,North Lantau,SPB,2
Southern,Rural NENT,PLB,2
Southern,Rural NENT,Private Vehicle,3
Southern,Rural NENT,Rail,17
Southern,Rural NWNT,Bus,5
Southern,Rural NWNT,PLB,1
Southern,Rural NWNT,Rail,9
Southern,Rural SENT,Bus,4
Southern,Rural SENT,PLB,3
Southern,Rural SENT,Private Vehicle,3
Southern,Rural SENT,Rail,5
Southern,Rural SENT,SPB,1
Southern,Rural SWNT,Ferry,17
Southern,Rural SWNT,Private Vehicle,1
Southern,Rural SWNT,Rail,2
Southern,Sha Tin,Bus,9
Southern,Sha Tin,PLB,2
Southern,Sha Tin,Private Vehicle,4
Southern,Sha Tin,Rail,31
Southern,Sham Shui Po,Bus,56
Southern,Sham Shui Po,PLB,2
Southern,Sham Shui Po,Private Vehicle,3
Southern,Sham Shui Po,Rail,65
Southern,Sham Shui Po,SPB,2
Southern,Southern,Bus,854
Southern,Southern,Ferry,1
Southern,Southern,PLB,403
Southern,Southern,Private Vehicle,74
Southern,Southern,SPB,171
Southern,Southern,Taxi,23
Southern,Tai Po,Bus,2
Southern,Tai Po,Private Vehicle,3
Southern,Tai Po,Rail,14
Southern,Tin Shui Wai,Bus,1
Southern,Tseung Kwan O,Bus,2
Southern,Tseung Kwan O,PLB,2
Southern,Tseung Kwan O,Private Vehicle,2
Southern,Tseung Kwan O,Rail,17
Southern,Tsing Yi,Bus,4
Southern,Tsing Yi,Rail,8
Southern,Tsing Yi,SPB,1
Southern,Tsuen Wan,Bus,6
Southern,Tsuen Wan,PLB,1
Southern,Tsuen Wan,Private Vehicle,5
Southern,Tsuen Wan,Rail,14
Southern,Tsuen Wan,Taxi,2
Southern,Tuen Mun,Bus,13
Southern,Tuen Mun,PLB,3
Southern,Tuen Mun,Private Vehicle,2
Southern,Tuen Mun,Rail,8
Southern,Wan Chai,Bus,734
Southern,Wan Chai,PLB,105
Southern,Wan Chai,Private Vehicle,96
Southern,Wan Chai,Rail,5
Southern,Wan Chai,SPB,93
Southern,Wan Chai,Taxi,18
Southern,Wan Chai,Tram,8
Southern,Wong Tai Sin,Bus,10
Southern,Wong Tai Sin,PLB,1
Southern,Wong Tai Sin,Rail,6
Southern,Yau Ma Tei,Bus,91
Southern,Yau Ma Tei,Ferry,14
Southern,Yau Ma Tei,PLB,10
Southern,Yau Ma Tei,Private Vehicle,10
Southern,Yau Ma Tei,Rail,66
Southern,Yuen Long,Bus,1
Southern,Yuen Long,PLB,2
Southern,Yuen Long,Private Vehicle,2
Southern,Yuen Long,Rail,2
Tai Po,Central & Western,Bus,46
Tai Po,Central & Western,PLB,1
Tai Po,Central & Western,Private Vehicle,10
Tai Po,Central & Western,Rail,127
Tai Po,Central & Western,SPB,3
Tai Po,Eastern,Bus,19
Tai Po,Eastern,Ferry,2
Tai Po,Eastern,PLB,3
Tai Po,Eastern,Private Vehicle,10
Tai Po,Eastern,Rail,87
Tai Po,Eastern,SPB,1
Tai Po,Fanling / Sheung Shui,Bus,7
Tai Po,Fanling / Sheung Shui,PLB,9
Tai Po,Fanling / Sheung Shui,Private Vehicle,24
Tai Po,Fanling / Sheung Shui,Rail,142
Tai Po,Fanling / Sheung Shui,SPB,1
Tai Po,Fanling / Sheung Shui,Taxi,6
Tai Po,Kowloon City,Bus,63
Tai Po,Kowloon City,PLB,1
Tai Po,Kowloon City,Private Vehicle,13
Tai Po,Kowloon City,Rail,125
Tai Po,Kowloon City,SPB,16
Tai Po,Kwai Chung,Bus,78
Tai Po,Kwai Chung,PLB,4
Tai Po,Kwai Chung,Private Vehicle,4
Tai Po,Kwai Chung,Rail,29
Tai Po,Kwai Chung,SPB,1
Tai Po,Kwun Tong,Bus,172
Tai Po,Kwun Tong,PLB,22
Tai Po,Kwun Tong,Private Vehicle,24
Tai Po,Kwun Tong,Rail,60
Tai Po,Kwun Tong,SPB,1
Tai Po,Kwun Tong,Taxi,1
Tai Po,Ma On Shan,Bus,3
Tai Po,Ma On Shan,PLB,15
Tai Po,Ma On Shan,Private Vehicle,9
Tai Po,Ma On Shan,Rail,53
Tai Po,Ma On Shan,SPB,4
Tai Po,Mong Kok,Bus,67
Tai Po,Mong Kok,PLB,9
Tai Po,Mong Kok,Private Vehicle,6
Tai Po,Mong Kok,Rail,125
Tai Po,North Lantau,Bus,41
Tai Po,North Lantau,PLB,1
Tai Po,North Lantau,Private Vehicle,5
Tai Po,North Lantau,Rail,5
Tai Po,North Lantau,SPB,5
Tai Po,North Lantau,Taxi,2
Tai Po,Rural NENT,Bus,6
Tai Po,Rural NENT,PLB,29
Tai Po,Rural NENT,Private Vehicle,11
Tai Po,Rural NENT,Rail,54
Tai Po,Rural NENT,SPB,4
Tai Po,Rural NENT,Taxi,5
Tai Po,Rural NWNT,Bus,12
Tai Po,Rural NWNT,Private Vehicle,6
Tai Po,Rural NWNT,Rail,13
Tai Po,Rural SENT,Bus,6
Tai Po,Rural SENT,PLB,3
Tai Po,Rural SENT,Rail,10
Tai Po,Rural SWNT,Bus,2
Tai Po,Rural SWNT,Ferry,1
Tai Po,Rural SWNT,Private Vehicle,2
Tai Po,Rural SWNT,Rail,5
Tai Po,Sha Tin,Bus,35
Tai Po,Sha Tin,PLB,11
Tai Po,Sha Tin,Private Vehicle,49
Tai Po,Sha Tin,Rail,354
Tai Po,Sha Tin,SPB,14
Tai Po,Sha Tin,Taxi,12
Tai Po,Sham Shui Po,Bus,34
Tai Po,Sham Shui Po,PLB,7
Tai Po,Sham Shui Po,Private Vehicle,14
Tai Po,Sham Shui Po,Rail,139
Tai Po,Sham Shui Po,SPB,16
Tai Po,Sham Shui Po,Taxi,2
Tai Po,Southern,Bus,5
Tai Po,Southern,Ferry,1
Tai Po,Southern,PLB,4
Tai Po,Southern,Private Vehicle,2
Tai Po,Southern,Rail,16
Tai Po,Tai Po,Bus,208
Tai Po,Tai Po,PLB,116
Tai Po,Tai Po,Private Vehicle,160
Tai Po,Tai Po,Rail,67
Tai Po,Tai Po,SPB,273
Tai Po,Tai Po,Taxi,54
Tai Po,Tin Shui Wai,LRT,2
Tai Po,Tin Shui Wai,Rail,4
Tai Po,Tseung Kwan O,Bus,6
Tai Po,Tseung Kwan O,PLB,4
Tai Po,Tseung Kwan O,Private Vehicle,3
Tai Po,Tseung Kwan O,Rail,15
Tai Po,Tseung Kwan O,SPB,7
Tai Po,Tsing Yi,Bus,6
Tai Po,Tsing Yi,Private Vehicle,4
Tai Po,Tsing Yi,Rail,12
Tai Po,Tsuen Wan,Bus,63
Tai Po,Tsuen Wan,PLB,3
Tai Po,Tsuen Wan,Private Vehicle,11
Tai Po,Tsuen Wan,Rail,14
Tai Po,Tsuen Wan,SPB,1
Tai Po,Tsuen Wan,Taxi,1
Tai Po,Tuen Mun,Bus,2
Tai Po,Tuen Mun,LRT,4
Tai Po,Tuen Mun,PLB,1
Tai Po,Tuen Mun,Private Vehicle,4
Tai Po,Tuen Mun,Rail,33
Tai Po,Tuen Mun,SPB,1
Tai Po,Wan Chai,Bus,37
Tai Po,Wan Chai,Ferry,3
Tai Po,Wan Chai,PLB,7
Tai Po,Wan Chai,Private Vehicle,1
Tai Po,Wan Chai,Rail,96
Tai Po,Wan Chai,SPB,4
Tai Po,Wan Chai,Taxi,1
Tai Po,Wong Tai Sin,Bus,51
Tai Po,Wong Tai Sin,PLB,2
Tai Po,Wong Tai Sin,Private Vehicle,7
Tai Po,Wong Tai Sin,Rail,32
Tai Po,Yau Ma Tei,Bus,108
Tai Po,Yau Ma Tei,PLB,5
Tai Po,Yau Ma Tei,Private Vehicle,21
Tai Po,Yau Ma Tei,Rail,158
Tai Po,Yau Ma Tei,SPB,3
Tai Po,Yau Ma Tei,Taxi,4
Tai Po,Yuen Long,Bus,5
Tai Po,Yuen Long,PLB,5
Tai Po,Yuen Long,Private Vehicle,13
Tai Po,Yuen Long,Rail,11
Tai Po,Yuen Long,SPB,2
Tin Shui Wai,Central & Western,Bus,116
Tin Shui Wai,Central & Western,Rail,52
Tin Shui Wai,Central & Western,SPB,3
Tin Shui Wai,Eastern,Bus,16
Tin Shui Wai,Eastern,PLB,3
Tin Shui Wai,Eastern,Private Vehicle,1
Tin Shui Wai,Eastern,Rail,47
Tin Shui Wai,Eastern,SPB,4
Tin Shui Wai,Eastern,Tram,1
Tin Shui Wai,Fanling / Sheung Shui,Bus,90
Tin Shui Wai,Fanling / Sheung Shui,PLB,10
Tin Shui Wai,Fanling / Sheung Shui,Private Vehicle,4
Tin Shui Wai,Fanling / Sheung Shui,Rail,11
Tin Shui Wai,Fanling / Sheung Shui,SPB,6
Tin Shui Wai,Kowloon City,Bus,16
Tin Shui Wai,Kowloon City,PLB,7
Tin Shui Wai,Kowloon City,Private Vehicle,2
Tin Shui Wai,Kowloon City,Rail,106
Tin Shui Wai,Kwai Chung,Bus,135
Tin Shui Wai,Kwai Chung,LRT,2
Tin Shui Wai,Kwai Chung,PLB,13
Tin Shui Wai,Kwai Chung,Private Vehicle,9
Tin Shui Wai,Kwai Chung,Rail,59
Tin Shui Wai,Kwai Chung,SPB,1
Tin Shui Wai,Kwun Tong,Bus,112
Tin Shui Wai,Kwun Tong,LRT,1
Tin Shui Wai,Kwun Tong,PLB,2
Tin Shui Wai,Kwun Tong,Private Vehicle,1
Tin Shui Wai,Kwun Tong,Rail,27
Tin Shui Wai,Kwun Tong,SPB,5
Tin Shui Wai,Ma On Shan,Bus,2
Tin Shui Wai,Ma On Shan,Rail,3
Tin Shui Wai,Ma On Shan,SPB,1
Tin Shui Wai,Mong Kok,Bus,83
Tin Shui Wai,Mong Kok,Private Vehicle,1
Tin Shui Wai,Mong Kok,Rail,34
Tin Shui Wai,North Lantau,Bus,70
Tin Shui Wai,North Lantau,LRT,5
Tin Shui Wai,North Lantau,Rail,3
Tin Shui Wai,North Lantau,SPB,5
Tin Shui Wai,Rural NENT,Bus,3
Tin Shui Wai,Rural NENT,LRT,2
Tin Shui Wai,Rural NENT,PLB,10
Tin Shui Wai,Rural NENT,Private Vehicle,5
Tin Shui Wai,Rural NENT,Rail,31
Tin Shui Wai,Rural NENT,Taxi,1
Tin Shui Wai,Rural NWNT,Bus,40
Tin Shui Wai,Rural NWNT,LRT,115
Tin Shui Wai,Rural NWNT,PLB,16
Tin Shui Wai,Rural NWNT,Private Vehicle,21
Tin Shui Wai,Rural NWNT,Rail,40
Tin Shui Wai,Rural NWNT,SPB,21
Tin Shui Wai,Rural NWNT,Taxi,13
Tin Shui Wai,Rural SENT,Bus,1
Tin Shui Wai,Rural SENT,PLB,2
Tin Shui Wai,Rural SENT,Rail,1
Tin Shui Wai,Sha Tin,Bus,33
Tin Shui Wai,Sha Tin,PLB,1
Tin Shui Wai,Sha Tin,Private Vehicle,3
Tin Shui Wai,Sha Tin,Rail,51
Tin Shui Wai,Sha Tin,SPB,2
Tin Shui Wai,Sham Shui Po,Bus,76
Tin Shui Wai,Sham Shui Po,PLB,1
Tin Shui Wai,Sham Shui Po,Private Vehicle,8
Tin Shui Wai,Sham Shui Po,Rail,146
Tin Shui Wai,Sham Shui Po,SPB,2
Tin Shui Wai,Southern,Bus,12
Tin Shui Wai,Southern,LRT,1
Tin Shui Wai,Southern,PLB,2
Tin Shui Wai,Southern,Rail,5
Tin Shui Wai,Tai Po,Bus,9
Tin Shui Wai,Tai Po,LRT,6
Tin Shui Wai,Tai Po,PLB,1
Tin Shui Wai,Tai Po,Private Vehicle,2
Tin Shui Wai,Tai Po,Rail,29
Tin Shui Wai,Tai Po,SPB,8
Tin Shui Wai,Tin Shui Wai,Bus,21
Tin Shui Wai,Tin Shui Wai,LRT,402
Tin Shui Wai,Tin Shui Wai,PLB,2
Tin Shui Wai,Tin Shui Wai,Private Vehicle,3
Tin Shui Wai,Tin Shui Wai,Rail,2
