start_region,end_region,mode_name,count
Tin Shui Wai,Tin Shui Wai,SPB,66
Tin Shui Wai,Tseung Kwan O,Private Vehicle,5
Tin Shui Wai,Tseung Kwan O,Rail,16
Tin Shui Wai,Tsing Yi,Bus,24
Tin Shui Wai,Tsing Yi,PLB,3
Tin Shui Wai,Tsing Yi,Rail,12
Tin Shui Wai,Tsing Yi,SPB,1
Tin Shui Wai,Tsuen Wan,Bus,107
Tin Shui Wai,Tsuen Wan,PLB,2
Tin Shui Wai,Tsuen Wan,Private Vehicle,9
Tin Shui Wai,Tsuen Wan,Rail,79
Tin Shui Wai,Tsuen Wan,SPB,4
Tin Shui Wai,Tuen Mun,Bus,6
Tin Shui Wai,Tuen Mun,LRT,177
Tin Shui Wai,Tuen Mun,PLB,2
Tin Shui Wai,Tuen Mun,Private Vehicle,35
Tin Shui Wai,Tuen Mun,Rail,310
Tin Shui Wai,Tuen Mun,SPB,9
Tin Shui Wai,Tuen Mun,Taxi,6
Tin Shui Wai,Wan Chai,Bus,121
Tin Shui Wai,Wan Chai,Private Vehicle,6
Tin Shui Wai,Wan Chai,Rail,30
Tin Shui Wai,Wan Chai,SPB,5
Tin Shui Wai,Wan Chai,Tram,1
Tin Shui Wai,Wong Tai Sin,Bus,33
Tin Shui Wai,Wong Tai Sin,PLB,2
Tin Shui Wai,Wong Tai Sin,Private Vehicle,2
Tin Shui Wai,Wong Tai Sin,Rail,13
Tin Shui Wai,Wong Tai Sin,SPB,1
Tin Shui Wai,Yau Ma Tei,Bus,72
Tin Shui Wai,Yau Ma Tei,LRT,1
Tin Shui Wai,Yau Ma Tei,Private Vehicle,3
Tin Shui Wai,Yau Ma Tei,Rail,159
Tin Shui Wai,Yau Ma Tei,SPB,2
Tin Shui Wai,Yuen Long,Bus,87
Tin Shui Wai,Yuen Long,LRT,429
Tin Shui Wai,Yuen Long,PLB,24
Tin Shui Wai,Yuen Long,Private Vehicle,27
Tin Shui Wai,Yuen Long,Rail,148
Tin Shui Wai,Yuen Long,SPB,58
Tin Shui Wai,Yuen Long,Taxi,20
Tseung Kwan O,Central & Western,Bus,29
Tseung Kwan O,Central & Western,PLB,9
Tseung Kwan O,Central & Western,Private Vehicle,5
Tseung Kwan O,Central & Western,Rail,491
Tseung Kwan O,Central & Western,SPB,2
Tseung Kwan O,Central & Western,Taxi,1
Tseung Kwan O,Eastern,Bus,30
Tseung Kwan O,Eastern,PLB,18
Tseung Kwan O,Eastern,Private Vehicle,14
Tseung Kwan O,Eastern,Rail,486
Tseung Kwan O,Eastern,SPB,2
Tseung Kwan O,Eastern,Taxi,2
Tseung Kwan O,Fanling / Sheung Shui,Bus,2
Tseung Kwan O,Fanling / Sheung Shui,Private Vehicle,5
Tseung Kwan O,Fanling / Sheung Shui,Rail,28
Tseung Kwan O,Kowloon City,Bus,133
Tseung Kwan O,Kowloon City,PLB,55
Tseung Kwan O,Kowloon City,Private Vehicle,36
Tseung Kwan O,Kowloon City,Rail,105
Tseung Kwan O,Kowloon City,SPB,40
Tseung Kwan O,Kowloon City,Taxi,2
Tseung Kwan O,Kwai Chung,Bus,5
Tseung Kwan O,Kwai Chung,Private Vehicle,8
Tseung Kwan O,Kwai Chung,Rail,74
Tseung Kwan O,Kwai Chung,SPB,4
Tseung Kwan O,Kwai Chung,Taxi,1
Tseung Kwan O,Kwun Tong,Bus,224
Tseung Kwan O,Kwun Tong,PLB,181
Tseung Kwan O,Kwun Tong,Private Vehicle,60
Tseung Kwan O,Kwun Tong,Rail,847
Tseung Kwan O,Kwun Tong,SPB,21
Tseung Kwan O,Kwun Tong,Taxi,11
Tseung Kwan O,Ma On Shan,Bus,5
Tseung Kwan O,Ma On Shan,PLB,3
Tseung Kwan O,Ma On Shan,Private Vehicle,6
Tseung Kwan O,Ma On Shan,Rail,6
Tseung Kwan O,Mong Kok,Bus,107
Tseung Kwan O,Mong Kok,PLB,21
Tseung Kwan O,Mong Kok,Private Vehicle,25
Tseung Kwan O,Mong Kok,Rail,277
Tseung Kwan O,Mong Kok,SPB,6
Tseung Kwan O,Mong Kok,Taxi,1
Tseung Kwan O,North Lantau,Bus,35
Tseung Kwan O,North Lantau,PLB,2
Tseung Kwan O,North Lantau,Rail,13
Tseung Kwan O,North Lantau,SPB,6
Tseung Kwan O,North Lantau,Taxi,1
Tseung Kwan O,Rural NENT,Private Vehicle,1
Tseung Kwan O,Rural NENT,Rail,20
Tseung Kwan O,Rural NWNT,PLB,2
Tseung Kwan O,Rural NWNT,Private Vehicle,5
Tseung Kwan O,Rural NWNT,Rail,9
Tseung Kwan O,Rural SENT,Bus,26
Tseung Kwan O,Rural SENT,PLB,66
Tseung Kwan O,Rural SENT,Private Vehicle,9
Tseung Kwan O,Rural SENT,Rail,7
Tseung Kwan O,Rural SENT,SPB,7
Tseung Kwan O,Rural SWNT,Rail,1
Tseung Kwan O,Sha Tin,Bus,51
Tseung Kwan O,Sha Tin,Private Vehicle,15
Tseung Kwan O,Sha Tin,Rail,122
Tseung Kwan O,Sha Tin,SPB,2
Tseung Kwan O,Sham Shui Po,Bus,41
Tseung Kwan O,Sham Shui Po,PLB,2
Tseung Kwan O,Sham Shui Po,Private Vehicle,11
Tseung Kwan O,Sham Shui Po,Rail,221
Tseung Kwan O,Sham Shui Po,SPB,7
Tseung Kwan O,Southern,Bus,1
Tseung Kwan O,Southern,Private Vehicle,4
Tseung Kwan O,Southern,Rail,23
Tseung Kwan O,Southern,SPB,4
Tseung Kwan O,Tai Po,Bus,7
Tseung Kwan O,Tai Po,PLB,4
Tseung Kwan O,Tai Po,Private Vehicle,3
Tseung Kwan O,Tai Po,Rail,23
Tseung Kwan O,Tin Shui Wai,Bus,2
Tseung Kwan O,Tin Shui Wai,Rail,10
Tseung Kwan O,Tseung Kwan O,Bus,128
Tseung Kwan O,Tseung Kwan O,PLB,200
Tseung Kwan O,Tseung Kwan O,Private Vehicle,29
Tseung Kwan O,Tseung Kwan O,Rail,698
Tseung Kwan O,Tseung Kwan O,SPB,107
Tseung Kwan O,Tseung Kwan O,Taxi,11
Tseung Kwan O,Tsing Yi,Bus,2
Tseung Kwan O,Tsing Yi,Private Vehicle,1
Tseung Kwan O,Tsing Yi,Rail,13
Tseung Kwan O,Tsuen Wan,Bus,13
Tseung Kwan O,Tsuen Wan,PLB,7
Tseung Kwan O,Tsuen Wan,Private Vehicle,12
Tseung Kwan O,Tsuen Wan,Rail,60
Tseung Kwan O,Tsuen Wan,SPB,4
Tseung Kwan O,Tuen Mun,Bus,4
Tseung Kwan O,Tuen Mun,Private Vehicle,10
Tseung Kwan O,Tuen Mun,Rail,20
Tseung Kwan O,Wan Chai,Bus,45
Tseung Kwan O,Wan Chai,PLB,4
Tseung Kwan O,Wan Chai,Private Vehicle,8
Tseung Kwan O,Wan Chai,Rail,497
Tseung Kwan O,Wan Chai,SPB,13
Tseung Kwan O,Wan Chai,Taxi,3
Tseung Kwan O,Wong Tai Sin,Bus,35
Tseung Kwan O,Wong Tai Sin,PLB,62
Tseung Kwan O,Wong Tai Sin,Private Vehicle,16
Tseung Kwan O,Wong Tai Sin,Rail,126
Tseung Kwan O,Wong Tai Sin,SPB,10
Tseung Kwan O,Wong Tai Sin,Taxi,1
Tseung Kwan O,Yau Ma Tei,Bus,125
Tseung Kwan O,Yau Ma Tei,PLB,6
Tseung Kwan O,Yau Ma Tei,Private Vehicle,20
Tseung Kwan O,Yau Ma Tei,Rail,264
Tseung Kwan O,Yau Ma Tei,SPB,3
Tseung Kwan O,Yau Ma Tei,Taxi,2
Tseung Kwan O,Yuen Long,Bus,6
Tseung Kwan O,Yuen Long,PLB,4
Tseung Kwan O,Yuen Long,Rail,8
Tsing Yi,Central & Western,Bus,11
Tsing Yi,Central & Western,PLB,1
Tsing Yi,Central & Western,Private Vehicle,3
Tsing Yi,Central & Western,Rail,199
Tsing Yi,Central & Western,SPB,2
Tsing Yi,Central & Western,Taxi,2
Tsing Yi,Eastern,Bus,3
Tsing Yi,Eastern,PLB,1
Tsing Yi,Eastern,Private Vehicle,2
Tsing Yi,Eastern,Rail,76
Tsing Yi,Eastern,Taxi,1
Tsing Yi,Fanling / Sheung Shui,Bus,13
Tsing Yi,Fanling / Sheung Shui,PLB,1
Tsing Yi,Fanling / Sheung Shui,Private Vehicle,1
Tsing Yi,Fanling / Sheung Shui,Rail,1
Tsing Yi,Kowloon City,Bus,47
Tsing Yi,Kowloon City,PLB,10
Tsing Yi,Kowloon City,Private Vehicle,11
Tsing Yi,Kowloon City,Rail,72
Tsing Yi,Kowloon City,SPB,14
Tsing Yi,Kwai Chung,Bus,281
Tsing Yi,Kwai Chung,PLB,194
Tsing Yi,Kwai Chung,Private Vehicle,40
Tsing Yi,Kwai Chung,Rail,60
Tsing Yi,Kwai Chung,SPB,20
Tsing Yi,Kwai Chung,Taxi,8
Tsing Yi,Kwun Tong,Bus,85
Tsing Yi,Kwun Tong,PLB,3
Tsing Yi,Kwun Tong,Private Vehicle,17
Tsing Yi,Kwun Tong,Rail,74
Tsing Yi,Kwun Tong,Taxi,2
Tsing Yi,Ma On Shan,Bus,3
Tsing Yi,Ma On Shan,PLB,2
Tsing Yi,Ma On Shan,Rail,11
Tsing Yi,Mong Kok,Bus,82
Tsing Yi,Mong Kok,Private Vehicle,11
Tsing Yi,Mong Kok,Rail,89
Tsing Yi,Mong Kok,SPB,5
Tsing Yi,Mong Kok,Taxi,5
Tsing Yi,North Lantau,Bus,53
Tsing Yi,North Lantau,Private Vehicle,1
Tsing Yi,North Lantau,Rail,64
Tsing Yi,North Lantau,SPB,11
Tsing Yi,Rural NENT,Bus,1
Tsing Yi,Rural NENT,PLB,2
Tsing Yi,Rural NENT,Rail,7
Tsing Yi,Rural NWNT,Bus,14
Tsing Yi,Rural NWNT,PLB,2
Tsing Yi,Rural NWNT,Private Vehicle,13
Tsing Yi,Rural NWNT,Rail,6
Tsing Yi,Rural NWNT,SPB,1
Tsing Yi,Rural NWNT,Taxi,1
Tsing Yi,Rural SENT,Bus,2
Tsing Yi,Rural SENT,PLB,8
Tsing Yi,Rural SENT,Rail,9
Tsing Yi,Rural SENT,SPB,2
Tsing Yi,Rural SWNT,Rail,10
Tsing Yi,Rural SWNT,SPB,2
Tsing Yi,Sha Tin,Bus,65
Tsing Yi,Sha Tin,PLB,14
Tsing Yi,Sha Tin,Private Vehicle,5
Tsing Yi,Sha Tin,Rail,36
Tsing Yi,Sha Tin,SPB,3
Tsing Yi,Sha Tin,Taxi,3
Tsing Yi,Sham Shui Po,Bus,157
Tsing Yi,Sham Shui Po,PLB,3
Tsing Yi,Sham Shui Po,Private Vehicle,24
Tsing Yi,Sham Shui Po,Rail,98
Tsing Yi,Sham Shui Po,SPB,22
Tsing Yi,Sham Shui Po,Taxi,6
Tsing Yi,Southern,Bus,6
Tsing Yi,Southern,Private Vehicle,3
Tsing Yi,Southern,Rail,26
Tsing Yi,Southern,SPB,1
Tsing Yi,Southern,Taxi,1
Tsing Yi,Tai Po,Bus,19
Tsing Yi,Tai Po,PLB,12
Tsing Yi,Tai Po,Private Vehicle,5
Tsing Yi,Tai Po,Rail,3
Tsing Yi,Tai Po,Taxi,1
Tsing Yi,Tin Shui Wai,Bus,9
Tsing Yi,Tin Shui Wai,Private Vehicle,3
Tsing Yi,Tin Shui Wai,Rail,2
Tsing Yi,Tseung Kwan O,Bus,5
Tsing Yi,Tseung Kwan O,Rail,17
Tsing Yi,Tsing Yi,Bus,221
Tsing Yi,Tsing Yi,PLB,86
Tsing Yi,Tsing Yi,Private Vehicle,20
Tsing Yi,Tsing Yi,Rail,1
Tsing Yi,Tsing Yi,SPB,51
Tsing Yi,Tsing Yi,Taxi,18
Tsing Yi,Tsuen Wan,Bus,312
Tsing Yi,Tsuen Wan,PLB,53
Tsing Yi,Tsuen Wan,Private Vehicle,33
Tsing Yi,Tsuen Wan,Rail,33
Tsing Yi,Tsuen Wan,SPB,3
Tsing Yi,Tsuen Wan,Taxi,5
Tsing Yi,Tuen Mun,Bus,33
Tsing Yi,Tuen Mun,LRT,1
Tsing Yi,Tuen Mun,PLB,6
Tsing Yi,Tuen Mun,Private Vehicle,10
Tsing Yi,Tuen Mun,Rail,3
Tsing Yi,Wan Chai,Bus,16
Tsing Yi,Wan Chai,Ferry,3
Tsing Yi,Wan Chai,PLB,3
Tsing Yi,Wan Chai,Private Vehicle,1
Tsing Yi,Wan Chai,Rail,132
Tsing Yi,Wan Chai,SPB,3
Tsing Yi,Wan Chai,Taxi,10
Tsing Yi,Wong Tai Sin,Bus,18
Tsing Yi,Wong Tai Sin,PLB,1
Tsing Yi,Wong Tai Sin,Private Vehicle,1
Tsing Yi,Wong Tai Sin,Rail,20
Tsing Yi,Wong Tai Sin,SPB,2
Tsing Yi,Wong Tai Sin,Taxi,1
Tsing Yi,Yau Ma Tei,Bus,73
Tsing Yi,Yau Ma Tei,Private Vehicle,6
Tsing Yi,Yau Ma Tei,Rail,177
Tsing Yi,Yau Ma Tei,SPB,22
Tsing Yi,Yau Ma Tei,Taxi,7
Tsing Yi,Yuen Long,Bus,6
Tsing Yi,Yuen Long,Private Vehicle,6
Tsing Yi,Yuen Long,Rail,4
Tsuen Wan,Central & Western,Bus,87
Tsuen Wan,Central & Western,PLB,24
Tsuen Wan,Central & Western,Private Vehicle,7
Tsuen Wan,Central & Western,Rail,274
Tsuen Wan,Central & Western,SPB,8
Tsuen Wan,Central & Western,Taxi,4
Tsuen Wan,Central & Western,Tram,2
Tsuen Wan,Eastern,Bus,5
Tsuen Wan,Eastern,PLB,2
Tsuen Wan,Eastern,Private Vehicle,4
Tsuen Wan,Eastern,Rail,132
Tsuen Wan,Eastern,SPB,1
Tsuen Wan,Eastern,Tram,2
Tsuen Wan,Fanling / Sheung Shui,Bus,11
Tsuen Wan,Fanling / Sheung Shui,PLB,4
Tsuen Wan,Fanling / Sheung Shui,Rail,4
Tsuen Wan,Kowloon City,Bus,25
Tsuen Wan,Kowloon City,PLB,46
Tsuen Wan,Kowloon City,Private Vehicle,26
Tsuen Wan,Kowloon City,Rail,109
Tsuen Wan,Kowloon City,SPB,38
Tsuen Wan,Kowloon City,Taxi,8
Tsuen Wan,Kwai Chung,Bus,186
Tsuen Wan,Kwai Chung,PLB,170
Tsuen Wan,Kwai Chung,Private Vehicle,39
Tsuen Wan,Kwai Chung,Rail,164
Tsuen Wan,Kwai Chung,SPB,24
Tsuen Wan,Kwai Chung,Taxi,20
Tsuen Wan,Kwun Tong,Bus,17
Tsuen Wan,Kwun Tong,PLB,51
Tsuen Wan,Kwun Tong,Private Vehicle,13
Tsuen Wan,Kwun Tong,Rail,106
Tsuen Wan,Kwun Tong,SPB,13
Tsuen Wan,Kwun Tong,Taxi,6
Tsuen Wan,Ma On Shan,Bus,17
Tsuen Wan,Ma On Shan,PLB,2
Tsuen Wan,Ma On Shan,Private Vehicle,4
Tsuen Wan,Ma On Shan,Taxi,1
Tsuen Wan,Mong Kok,Bus,35
Tsuen Wan,Mong Kok,PLB,32
Tsuen Wan,Mong Kok,Private Vehicle,10
Tsuen Wan,Mong Kok,Rail,115
Tsuen Wan,Mong Kok,SPB,1
Tsuen Wan,North Lantau,Bus,30
Tsuen Wan,North Lantau,PLB,9
Tsuen Wan,North Lantau,Private Vehicle,7
Tsuen Wan,North Lantau,Rail,61
Tsuen Wan,North Lantau,SPB,15
Tsuen Wan,North Lantau,Taxi,2
Tsuen Wan,Rural NENT,PLB,2
Tsuen Wan,Rural NENT,Private Vehicle,7
Tsuen Wan,Rural NENT,Rail,14
Tsuen Wan,Rural NWNT,Bus,7
Tsuen Wan,Rural NWNT,PLB,5
Tsuen Wan,Rural NWNT,Private Vehicle,15
Tsuen Wan,Rural NWNT,Rail,16
Tsuen Wan,Rural NWNT,SPB,11
Tsuen Wan,Rural NWNT,Taxi,1
Tsuen Wan,Rural SENT,Rail,9
Tsuen Wan,Rural SENT,SPB,2
Tsuen Wan,Rural SWNT,Private Vehicle,1
Tsuen Wan,Rural SWNT,Rail,1
Tsuen Wan,Rural SWNT,Taxi,1
Tsuen Wan,Sha Tin,Bus,106
Tsuen Wan,Sha Tin,PLB,36
Tsuen Wan,Sha Tin,Private Vehicle,24
Tsuen Wan,Sha Tin,Rail,39
Tsuen Wan,Sha Tin,SPB,12
Tsuen Wan,Sha Tin,Taxi,5
Tsuen Wan,Sham Shui Po,Bus,111
Tsuen Wan,Sham Shui Po,PLB,11
Tsuen Wan,Sham Shui Po,Private Vehicle,36
Tsuen Wan,Sham Shui Po,Rail,246
Tsuen Wan,Sham Shui Po,SPB,20
Tsuen Wan,Sham Shui Po,Taxi,10
Tsuen Wan,Southern,Bus,10
Tsuen Wan,Southern,PLB,4
Tsuen Wan,Southern,Private Vehicle,2
Tsuen Wan,Southern,Rail,24
Tsuen Wan,Southern,SPB,4
Tsuen Wan,Tai Po,Bus,34
Tsuen Wan,Tai Po,PLB,12
Tsuen Wan,Tai Po,Private Vehicle,10
Tsuen Wan,Tai Po,Rail,5
Tsuen Wan,Tai Po,SPB,7
Tsuen Wan,Tin Shui Wai,Bus,9
Tsuen Wan,Tin Shui Wai,PLB,1
Tsuen Wan,Tin Shui Wai,Rail,8
Tsuen Wan,Tseung Kwan O,Bus,2
Tsuen Wan,Tseung Kwan O,PLB,5
Tsuen Wan,Tseung Kwan O,Private Vehicle,2
Tsuen Wan,Tseung Kwan O,Rail,30
Tsuen Wan,Tseung Kwan O,SPB,2
Tsuen Wan,Tsing Yi,Bus,53
Tsuen Wan,Tsing Yi,PLB,48
Tsuen Wan,Tsing Yi,Private Vehicle,16
Tsuen Wan,Tsing Yi,Rail,32
Tsuen Wan,Tsing Yi,SPB,15
Tsuen Wan,Tsing Yi,Taxi,1
Tsuen Wan,Tsuen Wan,Bus,354
Tsuen Wan,Tsuen Wan,PLB,635
Tsuen Wan,Tsuen Wan,Private Vehicle,61
Tsuen Wan,Tsuen Wan,Rail,1
Tsuen Wan,Tsuen Wan,SPB,198
Tsuen Wan,Tsuen Wan,Taxi,29
Tsuen Wan,Tuen Mun,Bus,88
Tsuen Wan,Tuen Mun,LRT,1
Tsuen Wan,Tuen Mun,PLB,11
Tsuen Wan,Tuen Mun,Private Vehicle,6
Tsuen Wan,Tuen Mun,Rail,18
Tsuen Wan,Tuen Mun,SPB,5
Tsuen Wan,Wan Chai,Bus,43
Tsuen Wan,Wan Chai,PLB,22
Tsuen Wan,Wan Chai,Private Vehicle,7
Tsuen Wan,Wan Chai,Rail,154
Tsuen Wan,Wan Chai,SPB,9
Tsuen Wan,Wong Tai Sin,Bus,4
Tsuen Wan,Wong Tai Sin,PLB,12
Tsuen Wan,Wong Tai Sin,Private Vehicle,4
Tsuen Wan,Wong Tai Sin,Rail,28
Tsuen Wan,Wong Tai Sin,SPB,6
Tsuen Wan,Yau Ma Tei,Bus,63
Tsuen Wan,Yau Ma Tei,PLB,52
Tsuen Wan,Yau Ma Tei,Private Vehicle,38
Tsuen Wan,Yau Ma Tei,Rail,253
Tsuen Wan,Yau Ma Tei,SPB,19
Tsuen Wan,Yau Ma Tei,Taxi,5
Tsuen Wan,Yuen Long,Bus,16
Tsuen Wan,Yuen Long,PLB,1
Tsuen Wan,Yuen Long,Private Vehicle,3
Tsuen Wan,Yuen Long,Rail,18
Tsuen Wan,Yuen Long,SPB,2
Tuen Mun,Central & Western,Bus,267
Tuen Mun,Central & Western,LRT,1
Tuen Mun,Central & Western,PLB,9
Tuen Mun,Central & Western,Private Vehicle,16
Tuen Mun,Central & Western,Rail,48
Tuen Mun,Central & Western,SPB,44
Tuen Mun,Central & Western,Tram,8
Tuen Mun,Eastern,Bus,32
Tuen Mun,Eastern,PLB,5
Tuen Mun,Eastern,Private Vehicle,14
Tuen Mun,Eastern,Rail,92
Tuen Mun,Eastern,SPB,5
Tuen Mun,Eastern,Tram,5
Tuen Mun,Fanling / Sheung Shui,Bus,14
Tuen Mun,Fanling / Sheung Shui,LRT,2
Tuen Mun,Fanling / Sheung Shui,PLB,67
Tuen Mun,Fanling / Sheung Shui,Private Vehicle,12
Tuen Mun,Fanling / Sheung Shui,Rail,11
Tuen Mun,Kowloon City,Bus,57
Tuen Mun,Kowloon City,LRT,9
Tuen Mun,Kowloon City,PLB,26
Tuen Mun,Kowloon City,Private Vehicle,23
Tuen Mun,Kowloon City,Rail,107
Tuen Mun,Kowloon City,SPB,25
Tuen Mun,Kowloon City,Taxi,1
Tuen Mun,Kwai Chung,Bus,316
Tuen Mun,Kwai Chung,PLB,38
Tuen Mun,Kwai Chung,Private Vehicle,26
Tuen Mun,Kwai Chung,Rail,74
Tuen Mun,Kwai Chung,SPB,13
Tuen Mun,Kwai Chung,Taxi,1
Tuen Mun,Kwun Tong,Bus,214
Tuen Mun,Kwun Tong,LRT,1
Tuen Mun,Kwun Tong,PLB,16
Tuen Mun,Kwun Tong,Private Vehicle,18
Tuen Mun,Kwun Tong,Rail,44
Tuen Mun,Kwun Tong,SPB,36
Tuen Mun,Kwun Tong,Taxi,1
Tuen Mun,Ma On Shan,Bus,7
Tuen Mun,Ma On Shan,Private Vehicle,5
Tuen Mun,Ma On Shan,Rail,4
Tuen Mun,Mong Kok,Bus,260
Tuen Mun,Mong Kok,PLB,10
Tuen Mun,Mong Kok,Private Vehicle,13
Tuen Mun,Mong Kok,Rail,50
Tuen Mun,Mong Kok,SPB,12
Tuen Mun,Mong Kok,Taxi,1
Tuen Mun,North Lantau,Bus,113
Tuen Mun,North Lantau,Ferry,2
Tuen Mun,North Lantau,LRT,40
Tuen Mun,North Lantau,PLB,14
Tuen Mun,North Lantau,Private Vehicle,3
Tuen Mun,North Lantau,Rail,18
Tuen Mun,North Lantau,SPB,15
Tuen Mun,North Lantau,Taxi,1
Tuen Mun,Rural NENT,Bus,1
Tuen Mun,Rural NENT,LRT,4
Tuen Mun,Rural NENT,PLB,15
Tuen Mun,Rural NENT,Private Vehicle,8
Tuen Mun,Rural NENT,Rail,35
Tuen Mun,Rural NENT,SPB,1
Tuen Mun,Rural NWNT,Bus,20
Tuen Mun,Rural NWNT,LRT,113
Tuen Mun,Rural NWNT,PLB,20
Tuen Mun,Rural NWNT,Private Vehicle,45
Tuen Mun,Rural NWNT,Rail,64
Tuen Mun,Rural NWNT,SPB,17
Tuen Mun,Rural NWNT,Taxi,5
Tuen Mun,Rural SENT,PLB,2
Tuen Mun,Rural SENT,Private Vehicle,2
Tuen Mun,Rural SENT,Rail,5
Tuen Mun,Rural SWNT,Bus,2
Tuen Mun,Rural SWNT,Ferry,8
Tuen Mun,Rural SWNT,PLB,1
Tuen Mun,Rural SWNT,Rail,3
Tuen Mun,Sha Tin,Bus,45
Tuen Mun,Sha Tin,LRT,8
Tuen Mun,Sha Tin,PLB,25
Tuen Mun,Sha Tin,Private Vehicle,11
Tuen Mun,Sha Tin,Rail,73
Tuen Mun,Sha Tin,SPB,9
Tuen Mun,Sham Shui Po,Bus,260
Tuen Mun,Sham Shui Po,PLB,6
Tuen Mun,Sham Shui Po,Private Vehicle,19
Tuen Mun,Sham Shui Po,Rail,116
Tuen Mun,Sham Shui Po,SPB,16
Tuen Mun,Sham Shui Po,Taxi,3
Tuen Mun,Southern,Bus,32
Tuen Mun,Southern,LRT,2
Tuen Mun,Southern,PLB,1
Tuen Mun,Southern,Private Vehicle,8
Tuen Mun,Southern,Rail,12
Tuen Mun,Tai Po,Bus,9
Tuen Mun,Tai Po,LRT,2
Tuen Mun,Tai Po,PLB,8
